battery_mAh,screen_height_cm,screen_width_px,weight_g,internal_memory_GB,color_variety,has_4g,screen_height_px,has_wifi,talk_time_hr,primary_camera_mp,brand_popularity,thickness_cm,screen_width_cm,year_release,ram_MB,front_camera_mp,cpu_cores,has_bluetooth,has_3g,cpu_speed_GHz,has_touchscreen,has_dual_sim,price_range
514,12,1723,172,37,5,1,956,1,5,9,8,0.1,8,2015,3392,7,1,1,1,1.6,1,0,3
1515,14,1593,184,56,2,1,1438,0,20,1,3,0.9,4,2021,262,0,3,0,1,2.6,1,0,0
721,8,1988,194,6,2,1,1446,1,8,9,2,0.4,4,2022,530,6,4,0,1,0.5,0,1,0
603,13,1057,126,35,4,0,692,1,9,16,3,0.7,1,2016,3703,3,3,1,0,2.5,0,1,3
1426,5,1032,109,55,1,1,777,0,3,7,6,0.4,1,2023,2562,2,1,1,1,2.5,0,0,2
1820,10,1951,161,64,3,1,1157,0,18,3,2,0.6,2,2015,574,0,1,1,1,1.7,1,1,1
1215,7,1473,130,16,4,0,454,1,15,8,8,0.1,1,2020,2632,4,4,0,0,1.0,0,0,2
697,12,1477,173,20,5,1,478,1,4,6,1,0.4,6,2015,259,5,2,0,1,2.7,1,1,0
717,10,1106,198,10,3,0,217,0,15,5,7,0.6,7,2017,688,4,1,1,0,0.5,1,1,0
1348,19,741,145,36,1,0,468,0,12,6,2,0.3,1,2020,2554,5,6,1,0,2.0,1,1,2
1164,11,1656,88,61,1,0,1107,0,17,6,10,0.3,10,2017,3859,0,1,1,0,2.6,1,1,3
578,15,1134,170,62,2,1,626,1,5,13,6,0.3,12,2022,2977,9,5,1,1,0.5,1,0,2
1971,8,922,186,40,4,0,485,0,17,19,2,0.3,7,2019,571,0,7,1,1,0.5,1,1,0
1794,14,627,86,55,5,1,43,1,14,7,2,0.5,7,2016,402,5,7,1,1,0.5,0,1,0
1558,16,1385,114,32,3,1,322,1,17,3,10,0.1,5,2018,878,2,5,1,1,2.5,1,0,0
1597,8,1145,85,4,1,1,880,0,15,19,8,0.5,3,2023,2130,4,1,1,1,0.9,1,0,2
1240,13,1756,146,39,3,0,1511,1,17,9,2,0.1,1,2018,3260,0,2,0,0,1.6,0,0,3
1994,11,711,88,7,5,1,667,0,6,4,7,0.6,8,2022,454,2,8,1,1,0.8,1,1,0
1221,19,1899,152,35,3,1,765,1,14,19,3,0.4,16,2019,2638,7,7,0,1,2.3,1,0,2
989,16,679,156,24,4,1,614,1,5,17,8,0.6,13,2015,2819,11,8,1,1,1.6,0,1,2
1180,7,1252,144,50,2,1,925,1,20,20,7,1.0,3,2021,1464,5,4,1,1,1.2,1,0,1
718,11,1387,113,59,3,0,1185,0,3,13,8,0.8,9,2017,1824,10,6,0,1,2.8,1,0,1
1670,16,1886,139,47,2,0,1706,0,5,15,7,0.8,0,2022,876,0,8,1,1,1.6,1,1,1
534,7,1477,164,21,5,1,347,0,18,9,6,0.3,5,2017,2706,1,7,1,1,2.5,1,0,2
1566,14,1930,126,20,2,0,1603,1,13,0,7,0.5,9,2015,659,0,2,1,1,0.5,1,1,1
1935,9,860,124,29,3,1,806,1,6,9,5,0.6,2,2019,455,0,5,0,1,0.5,0,0,0
504,17,1539,163,54,3,0,1207,0,2,10,7,0.4,11,2016,2378,2,2,1,1,2.8,0,1,2
913,15,1144,103,41,1,1,431,0,18,14,1,0.3,3,2018,2278,1,1,0,1,1.7,1,1,1
1317,16,613,113,43,3,0,179,1,5,3,1,0.5,13,2015,3436,2,5,0,0,1.8,1,1,3
917,19,909,88,31,2,1,423,0,13,2,9,0.5,2,2023,3424,1,6,1,1,0.5,1,0,3
712,5,1743,99,49,1,0,1131,1,10,3,5,0.6,0,2020,401,1,6,0,1,2.5,0,1,0
1083,19,1469,126,52,3,0,925,1,19,20,5,0.9,18,2022,681,6,2,0,1,1.0,1,0,0
1039,15,544,136,6,3,1,62,1,7,8,3,0.1,7,2018,3212,5,6,0,1,0.6,0,0,2
1747,7,873,185,13,5,0,800,0,10,12,5,0.7,1,2023,3105,4,6,0,1,0.5,0,0,3
1449,5,947,105,52,1,0,211,0,10,0,3,0.6,1,2016,2036,0,6,1,0,0.5,1,1,1
1872,16,1389,139,49,5,0,81,0,5,18,9,0.2,15,2023,3153,14,7,1,1,0.5,1,1,3
1796,9,798,101,7,5,0,667,1,3,6,9,0.1,4,2019,1642,5,4,0,0,1.6,1,1,1
1097,15,519,181,60,5,0,405,0,12,17,6,0.8,12,2020,509,0,1,0,1,1.4,0,0,0
1562,16,1676,172,20,4,1,678,0,6,10,1,0.8,11,2017,3465,1,8,0,1,0.5,1,1,3
1433,18,1651,153,27,5,1,1619,1,2,12,7,0.9,16,2018,3900,8,7,1,1,2.3,0,0,3
740,7,1147,123,12,2,0,935,1,19,11,7,0.2,6,2020,1105,1,1,0,0,1.8,1,0,0
676,13,1011,84,39,3,1,864,0,6,5,10,0.2,7,2021,2064,1,1,0,1,2.2,0,0,1
503,19,1688,131,13,4,1,1495,1,9,4,10,0.7,6,2015,3117,1,1,1,1,1.8,0,1,3
1020,13,1613,96,7,5,1,870,1,8,18,4,0.7,9,2021,1142,13,3,0,1,1.5,0,0,1
896,12,1469,111,4,3,1,1379,1,4,4,8,0.3,10,2015,1060,3,1,0,1,1.0,1,1,1
1824,14,1738,143,19,1,1,1055,0,5,5,6,0.9,1,2019,2381,4,2,1,1,0.8,0,0,2
1512,7,1838,134,54,1,1,220,1,11,2,4,0.4,3,2020,3366,1,3,0,1,0.6,0,1,3
1053,17,1261,126,42,3,0,419,1,14,17,4,0.9,0,2016,1339,7,6,0,0,2.9,0,0,0
1944,7,1362,87,31,2,1,1111,0,8,10,2,0.8,3,2023,2560,0,4,1,1,1.8,0,1,3
1174,19,1461,91,25,3,1,1097,1,3,8,2,0.8,7,2020,285,1,2,0,1,0.7,0,1,0
627,17,819,131,12,3,1,447,0,10,17,4,0.2,1,2021,2476,3,7,1,1,1.6,0,1,1
1602,16,1062,118,46,4,1,273,1,2,5,5,0.6,9,2022,1862,4,1,0,1,2.7,0,0,1
1733,6,997,170,6,1,1,590,1,10,15,8,0.9,4,2015,3488,4,1,1,1,1.5,1,1,3
586,9,598,142,8,1,1,116,1,10,14,6,0.5,7,2022,3178,10,8,0,1,1.4,0,1,2
1528,15,564,156,37,5,0,306,0,14,3,4,0.2,0,2018,733,2,8,0,1,2.4,1,0,0
875,14,1316,110,23,3,0,300,0,6,7,7,0.1,5,2022,756,2,7,0,0,0.7,0,0,0
1602,17,1746,170,58,3,0,1259,1,17,13,8,0.4,2,2020,3622,12,1,0,0,0.6,1,0,3
1426,14,1694,174,12,2,1,1573,0,5,16,2,0.7,9,2023,1277,4,5,0,1,1.6,0,0,1
1370,13,1783,158,6,1,1,1392,0,11,8,7,0.2,10,2018,3703,5,6,0,1,1.4,1,0,3
609,16,1524,81,10,2,1,113,1,18,6,2,0.1,3,2016,1905,4,6,1,1,0.5,1,0,1
840,12,1728,178,15,4,1,526,0,6,8,2,0.3,2,2016,2636,5,6,0,1,1.2,1,1,2
991,11,1678,158,12,5,1,1209,0,10,6,8,0.3,9,2019,2014,2,5,0,1,2.0,0,0,2
1724,18,828,100,9,2,1,655,0,6,1,2,0.8,16,2023,3056,0,2,1,1,1.8,0,0,3
584,12,1622,168,19,1,1,1123,0,4,0,9,0.3,8,2017,465,0,3,1,1,1.8,1,0,0
860,16,979,141,49,4,1,692,1,20,13,1,0.7,14,2022,3869,1,6,1,1,1.3,1,1,3
1541,12,1052,165,28,3,1,796,1,7,15,9,0.2,1,2018,1108,10,5,1,1,2.8,0,1,1
615,14,1958,130,58,4,0,1021,0,5,8,1,0.5,5,2020,1906,7,5,1,1,0.5,0,1,1
912,8,1310,84,46,2,1,995,1,4,11,10,0.4,4,2020,851,6,4,1,1,2.8,1,1,0
1278,11,1504,172,60,1,1,1244,1,19,14,10,0.6,4,2017,3142,10,7,1,1,1.2,0,0,3
1365,14,970,125,31,2,1,293,1,13,0,2,0.3,7,2019,1300,0,4,0,1,0.6,0,0,0
1702,8,1931,177,36,3,0,1240,0,10,9,6,0.1,6,2017,1430,7,5,0,0,1.0,0,0,2
589,16,1858,146,59,3,1,759,1,6,4,6,0.7,10,2015,362,1,8,1,1,0.5,1,0,0
1347,13,1528,95,56,1,0,398,1,13,19,1,0.3,0,2021,2456,10,1,0,1,1.5,1,1,2
1644,7,791,137,44,5,1,358,0,19,0,7,1.0,4,2018,2360,0,8,0,1,2.8,0,0,2
956,10,1614,133,42,4,0,403,0,7,11,8,0.1,0,2021,3700,1,7,0,1,1.9,1,1,3
1089,7,1409,153,2,4,0,211,0,13,20,2,0.1,5,2017,2620,10,7,0,1,1.4,0,1,2
871,14,1437,178,52,3,0,194,0,17,3,8,0.1,7,2019,437,2,3,0,1,0.6,0,0,0
664,11,1472,164,6,2,1,1076,0,18,19,9,0.9,5,2019,3774,5,2,0,1,1.5,0,0,3
1874,15,1418,192,19,2,0,1238,0,17,9,6,0.8,10,2016,1218,1,2,1,0,0.6,1,0,1
1928,14,1004,162,5,5,0,229,1,15,16,5,0.8,12,2016,696,5,5,0,1,2.6,1,0,0
888,12,1683,198,33,2,1,327,0,20,17,9,0.4,1,2018,3407,2,2,0,1,2.6,0,1,3
1077,9,1892,86,58,4,0,135,0,3,13,9,0.8,3,2018,3902,1,7,1,1,1.7,0,1,3
1023,10,1744,80,30,2,1,5,1,19,7,1,0.2,0,2018,2086,5,8,1,1,2.3,1,1,1
1426,15,1163,84,42,5,1,715,1,16,10,3,0.6,9,2020,1356,2,3,1,1,0.8,0,0,1
831,6,621,177,26,4,1,511,1,20,11,9,0.7,5,2016,1704,7,5,0,1,1.7,1,1,0
1496,16,1383,85,6,2,1,549,1,11,9,2,0.5,1,2020,3571,0,3,1,1,1.3,1,1,3
1433,18,784,129,5,4,1,420,1,19,11,4,0.1,15,2021,2132,2,5,1,1,2.3,0,0,1
1095,13,1066,103,44,3,1,838,1,8,5,4,0.7,11,2017,3209,0,4,1,1,2.6,1,1,3
643,13,1400,156,23,3,1,314,0,2,9,2,0.8,6,2022,2096,3,1,1,1,0.7,0,1,1
1142,19,1766,198,6,3,1,739,0,6,0,3,0.5,0,2016,1273,0,4,1,1,1.1,0,0,1
730,9,846,112,27,2,1,62,0,15,10,3,0.1,4,2022,3623,3,5,1,1,0.5,1,1,2
1901,5,1662,131,41,5,1,3,0,12,17,1,0.6,1,2019,368,5,2,1,1,0.5,0,0,0
1510,8,1520,135,32,4,0,963,1,10,8,6,0.7,2,2016,854,1,3,0,1,0.6,0,1,1
1924,10,1923,136,59,1,1,1438,1,16,0,8,0.9,9,2021,3646,0,6,0,1,2.6,0,0,3
1825,12,1773,157,17,3,1,1621,1,2,18,3,0.1,4,2016,3130,13,4,0,1,1.1,0,1,3
1275,13,501,152,5,3,1,19,0,4,9,5,0.2,4,2020,3784,3,1,1,1,0.5,1,1,3
987,11,1274,124,17,1,0,887,0,14,17,1,0.8,0,2017,3885,9,7,1,1,2.3,1,0,3
1538,18,986,121,13,1,1,567,1,12,7,10,0.2,10,2023,1494,6,7,1,1,2.3,1,0,1
1965,11,676,149,29,2,1,584,1,20,13,7,0.5,1,2017,2973,4,5,1,1,0.5,1,0,3
808,13,974,185,20,4,0,496,0,11,14,10,0.8,4,2017,1471,7,6,0,0,1.9,1,0,0
712,11,1309,86,27,3,0,1245,1,12,11,1,0.5,10,2019,2001,6,2,0,1,0.5,1,0,1
1507,15,888,123,42,5,1,682,0,19,0,9,0.4,3,2021,1486,0,5,1,1,0.9,0,1,1
912,7,794,182,47,2,0,724,1,6,6,8,0.9,2,2022,1321,3,3,0,0,0.7,1,0,0
769,18,1454,95,17,2,0,1384,1,11,4,7,0.1,2,2021,1877,2,8,1,0,1.2,0,0,1
948,11,1654,173,22,5,0,257,1,19,20,10,0.1,7,2023,3499,14,5,0,1,2.3,1,0,3
507,6,1084,142,39,5,1,17,0,12,0,7,0.7,0,2019,2124,0,1,1,1,1.9,1,1,1
1384,18,1210,82,60,5,0,983,1,15,18,5,0.1,12,2017,1221,15,3,1,1,2.8,0,1,1
1766,19,1306,194,29,1,0,439,1,6,20,5,0.5,2,2020,2316,1,8,1,0,1.3,0,0,2
1407,6,1206,170,16,3,1,925,0,8,6,5,0.2,0,2019,1068,5,4,0,1,1.8,1,1,1
614,13,603,94,24,1,1,409,1,4,7,1,0.2,12,2018,1930,3,4,0,1,2.9,0,1,1
1972,8,952,196,14,3,0,293,0,8,18,8,0.4,1,2016,1316,9,7,0,1,2.9,1,0,1
1039,18,1878,130,47,1,0,384,0,15,9,1,0.2,12,2021,1742,8,8,0,1,0.5,0,1,1
511,14,1285,125,34,4,1,149,0,14,13,4,0.9,7,2019,3265,5,8,1,1,3.0,0,1,2
1811,13,568,98,5,3,1,447,1,8,16,9,0.6,7,2018,2700,4,4,1,1,2.5,1,0,2
1159,8,1206,104,36,2,0,717,0,18,8,9,0.4,7,2022,2115,3,4,0,0,1.5,0,0,2
1848,9,533,178,12,3,0,195,1,8,19,5,0.1,7,2023,3915,7,2,0,0,1.3,0,1,3
1988,16,696,94,16,3,1,153,0,14,1,4,0.1,2,2023,3144,0,8,1,1,0.5,0,0,3
1469,17,1850,150,58,3,1,1699,0,2,8,3,0.5,16,2017,1571,3,7,0,1,0.5,0,0,2
1423,10,640,131,44,4,0,501,0,9,13,3,0.8,8,2017,2253,12,5,0,0,0.6,0,0,1
1974,6,1496,145,10,1,0,530,0,17,12,5,0.8,1,2019,1433,9,6,0,0,0.5,0,1,1
835,15,1378,128,42,2,1,396,1,13,18,10,0.8,2,2019,2583,2,5,0,1,0.8,1,1,2
1429,6,1552,151,42,1,0,670,0,16,9,1,0.9,1,2016,1817,8,5,0,1,0.6,0,0,1
947,17,887,144,51,1,1,193,1,6,15,5,0.1,1,2015,2915,1,2,1,1,0.5,1,0,2
1446,8,1769,178,18,5,1,351,1,16,1,6,0.3,0,2022,3340,0,8,1,1,2.8,1,1,3
1332,19,855,168,7,4,1,846,0,10,19,7,0.8,11,2017,2790,5,7,0,1,1.3,1,1,2
1498,14,1167,191,14,5,1,111,0,12,1,9,0.1,12,2015,577,0,4,1,1,1.2,1,1,0
1576,17,1386,173,14,4,1,1213,0,6,4,3,0.4,2,2015,3220,0,2,1,1,0.9,1,1,3
1398,14,1284,150,26,1,1,755,0,11,12,2,0.8,3,2016,3488,8,1,0,1,1.6,1,1,3
1885,9,1517,92,14,1,1,1406,1,16,15,3,0.6,6,2020,1277,12,4,0,1,2.4,0,1,1
798,14,627,148,2,4,0,497,0,3,15,9,0.8,9,2020,3593,7,2,1,0,0.5,1,1,2
1436,12,1836,124,42,1,1,1826,0,19,1,7,0.9,5,2017,2736,0,8,0,1,2.5,1,1,3
1998,17,1356,196,31,1,0,50,0,18,19,9,0.6,9,2018,2311,8,8,1,1,1.2,1,0,2
1321,7,941,109,63,2,1,817,1,16,9,2,0.4,6,2016,1464,0,8,1,1,1.3,1,0,1
1021,6,1793,192,9,5,0,901,0,14,12,5,0.7,1,2016,1355,7,2,0,1,1.3,1,0,1
1339,6,1269,123,40,5,0,212,1,7,1,4,0.1,4,2021,2382,0,2,1,1,2.3,0,1,2
1210,16,1039,111,57,5,0,329,1,17,20,2,0.5,0,2015,1886,9,4,1,1,1.6,0,1,1
1949,7,1182,145,31,3,1,837,0,19,9,9,0.1,3,2021,832,2,5,1,1,0.5,0,1,1
882,19,884,151,28,2,1,248,1,8,16,9,0.2,11,2015,751,9,6,0,1,0.7,0,1,0
1549,10,1162,113,27,5,1,632,0,11,7,6,0.4,8,2020,436,0,5,1,1,1.5,0,1,0
1991,6,613,82,42,5,1,366,0,10,13,6,0.7,5,2017,722,1,1,0,1,2.2,1,1,0
796,7,518,114,12,2,0,174,0,2,8,8,0.5,3,2022,1075,2,1,0,0,0.5,1,0,0
1012,8,1195,161,39,1,0,882,0,10,6,6,0.1,0,2020,2802,4,4,0,1,0.5,1,1,2
1318,12,1591,188,11,5,1,688,0,2,15,1,0.8,10,2016,1780,0,2,0,1,1.9,0,1,1
1708,19,1345,197,14,1,1,263,0,16,16,4,0.9,16,2022,1247,8,4,0,1,0.8,0,0,1
598,11,764,117,62,5,1,118,0,19,9,7,0.1,2,2019,3066,8,8,1,1,0.8,1,1,2
541,11,1226,200,51,4,0,1012,0,12,17,2,0.4,2,2022,403,4,8,1,0,2.3,0,0,0
818,19,1552,192,23,3,1,586,0,3,17,9,0.2,12,2022,2518,2,5,0,1,0.5,1,1,2
1414,18,1233,168,15,5,1,294,0,14,0,8,0.8,6,2020,1069,0,2,0,1,0.5,0,0,0
601,14,1827,169,6,4,1,818,1,9,11,8,0.8,8,2016,2651,3,4,1,1,1.7,0,1,2
561,15,865,99,40,2,1,426,1,19,6,7,0.1,12,2022,2974,2,7,1,1,2.8,0,1,2
1616,7,1133,100,52,4,0,151,0,2,8,4,0.1,3,2020,657,3,5,1,1,2.3,1,1,0
1263,18,644,103,32,2,1,409,0,10,2,2,0.4,13,2020,3372,1,2,1,1,1.4,1,1,3
1604,15,1156,93,63,5,1,641,0,20,2,3,0.6,9,2022,1464,0,5,1,1,1.9,1,1,1
539,7,967,86,24,2,0,958,0,3,2,6,0.5,4,2015,1326,1,4,0,1,2.0,1,1,0
1071,6,1970,199,49,4,0,1328,0,7,5,5,0.3,5,2016,3393,0,4,0,1,2.6,0,0,3
826,17,530,135,57,3,1,354,1,7,0,8,0.5,3,2023,323,0,2,0,1,0.5,0,1,0
771,9,1781,106,62,1,0,1709,0,6,8,6,0.7,3,2022,1628,2,1,0,0,2.9,1,0,1
1811,8,1553,132,33,1,0,1099,0,13,2,6,0.2,3,2021,2610,0,8,0,1,2.9,1,0,3
1842,16,1227,179,56,3,0,783,1,4,10,1,0.4,11,2021,3721,7,4,1,0,2.2,1,1,3
1420,17,1393,100,50,1,0,194,1,17,8,4,0.1,1,2019,763,1,8,0,0,2.8,1,1,0
1763,17,1893,184,10,5,0,238,1,13,19,5,0.2,12,2016,792,12,3,0,1,0.5,0,1,0
1163,14,1076,133,2,5,0,919,0,19,20,3,0.9,0,2020,1568,6,5,1,1,1.9,0,0,1
1805,19,891,182,29,4,0,758,0,17,2,9,0.2,4,2017,1276,0,4,1,0,0.5,1,0,1
610,10,1273,90,52,4,0,1039,1,12,19,1,0.4,4,2018,3472,9,4,1,1,1.6,1,1,3
1533,8,1393,160,17,2,1,1054,1,11,20,6,0.3,2,2016,2520,18,4,1,1,1.1,0,1,2
1924,13,686,111,63,4,1,122,0,19,10,6,0.3,3,2016,3423,3,2,0,1,0.5,0,0,3
1801,14,1708,120,52,5,0,100,0,9,10,10,0.9,8,2022,258,6,6,0,1,0.5,0,1,0
1726,16,1804,106,42,4,1,1221,0,6,3,5,0.6,7,2022,1868,1,5,1,1,1.9,0,0,2
794,19,1376,197,14,1,0,312,1,18,19,5,0.6,8,2020,2171,15,3,0,0,2.5,0,1,1
1686,11,1073,182,28,2,0,599,0,5,8,10,0.8,10,2019,780,4,5,1,0,0.5,0,1,0
1444,17,1340,103,6,2,0,1274,0,10,1,5,0.9,5,2022,712,0,1,1,0,2.1,0,1,0
1004,7,581,160,30,5,1,62,1,13,1,6,1.0,4,2018,1012,0,8,0,1,1.6,1,1,0
1242,11,1796,166,28,4,0,315,0,19,9,8,0.2,10,2018,318,8,4,1,1,2.4,0,0,0
539,18,1709,137,26,1,1,1123,1,15,8,2,0.2,11,2019,3948,6,6,0,1,1.5,1,0,3
717,16,1981,99,14,4,1,1878,0,20,6,6,0.1,15,2015,629,2,8,0,1,1.1,0,1,0
1540,11,831,157,29,3,1,318,0,5,1,1,0.1,8,2015,1161,0,7,0,1,0.7,0,1,0
672,16,1267,99,35,4,1,574,0,6,17,4,0.1,7,2016,1403,7,8,0,1,0.5,0,0,0
1325,19,1915,133,13,5,1,1353,0,18,8,10,1.0,3,2022,3707,0,4,1,1,0.5,1,0,3
950,6,1681,124,55,4,1,86,1,4,7,3,0.1,5,2021,1305,6,8,0,1,0.5,0,0,0
948,17,1728,119,18,2,0,340,1,9,7,9,0.3,13,2023,2926,6,4,0,1,1.5,1,1,2
1328,7,1156,144,27,1,1,602,1,5,18,3,0.3,2,2019,2674,5,3,1,1,0.5,0,0,2
1447,8,1062,184,40,5,0,963,1,20,5,6,0.7,4,2016,471,3,2,0,0,0.5,0,0,0
1973,12,507,95,21,3,0,127,1,8,7,1,0.8,10,2021,1724,3,8,1,0,0.5,0,1,1
1731,9,1039,171,60,1,0,142,0,20,20,6,0.5,3,2022,1220,18,4,1,0,2.3,1,1,1
1617,19,1079,111,63,1,1,274,1,8,10,4,0.7,10,2021,2754,1,2,0,1,1.5,1,0,2
1791,17,682,110,33,2,1,371,1,16,4,8,0.5,8,2021,594,1,5,1,1,0.5,0,1,0
851,12,1007,101,54,2,1,788,1,14,9,9,1.0,2,2019,1005,7,2,0,1,2.3,0,1,0
856,6,1027,115,14,2,1,395,1,12,7,4,0.6,3,2016,2439,0,1,0,1,1.9,1,1,1
714,12,1527,145,30,5,0,643,1,10,2,10,0.3,10,2020,2302,1,4,1,0,0.5,1,0,1
951,16,935,81,15,4,1,854,0,16,17,10,0.6,11,2018,1083,6,2,0,1,0.5,1,0,0
1303,9,1873,109,10,1,1,1335,1,15,15,6,0.4,3,2016,2219,6,8,1,1,2.1,1,0,2
1550,12,1619,126,32,4,0,1541,0,14,5,1,0.1,3,2023,1571,2,7,1,0,2.7,0,0,2
1759,18,1163,101,15,4,1,382,0,16,13,4,0.4,5,2021,2107,10,4,1,1,1.4,1,0,2
1448,9,1144,100,2,2,0,846,1,18,19,7,0.2,4,2020,593,18,5,0,1,0.5,1,1,0
1987,12,1925,119,50,4,0,960,0,6,18,1,0.7,4,2019,857,0,8,1,1,1.9,1,0,1
908,16,941,95,44,1,0,154,1,7,2,8,0.6,12,2017,3518,1,5,0,1,2.1,1,0,3
820,17,694,160,58,1,0,468,1,17,4,10,0.3,7,2018,1284,2,4,0,0,0.5,0,1,0
904,19,1496,147,19,3,0,1094,0,16,7,6,0.6,18,2017,545,4,6,0,0,2.7,0,1,0
667,9,870,149,6,5,1,272,1,12,10,5,0.1,5,2022,3566,4,6,0,1,1.3,0,1,2
1109,13,1103,173,34,4,0,165,1,17,4,10,0.1,5,2017,2821,1,1,0,1,2.1,0,0,2
1333,18,1301,183,59,5,1,394,0,5,5,9,0.7,16,2021,3442,3,7,0,1,1.4,1,0,3
1352,12,1299,92,6,5,1,629,0,14,9,2,0.9,1,2021,1309,5,6,0,1,2.4,0,0,1
1600,10,1713,88,19,5,0,831,1,18,9,5,0.6,3,2021,1179,1,6,0,0,2.5,0,1,1
1454,16,910,80,37,5,0,903,0,19,20,6,0.8,0,2021,1713,8,8,0,0,1.4,0,1,1
1489,9,1759,169,9,1,0,923,1,14,1,7,0.4,3,2016,1663,0,3,0,1,2.1,0,1,1
1823,5,1250,81,10,4,0,362,1,19,19,5,0.6,0,2017,1812,11,8,0,1,2.8,1,1,2
1581,19,850,172,41,3,0,693,1,2,19,9,0.4,9,2023,1384,9,4,1,0,1.0,1,0,1
1672,11,1435,172,44,5,1,1250,1,7,4,1,0.5,6,2017,1348,1,8,1,1,1.7,1,1,1
1283,17,1923,80,27,3,1,1135,0,6,6,7,0.2,15,2016,3957,0,4,1,1,0.7,0,1,3
630,12,1448,180,14,1,1,66,0,12,13,10,0.5,8,2023,1212,9,8,0,1,2.0,0,0,0
659,8,1877,151,24,1,1,924,1,10,2,7,0.7,1,2023,3925,0,8,0,1,2.2,1,0,3
1811,17,1132,115,32,2,0,204,1,18,0,4,1.0,11,2018,348,0,6,1,1,0.5,0,1,0
688,12,1957,109,40,5,0,376,0,8,20,9,0.2,7,2023,1382,9,5,1,0,2.5,1,0,1
514,13,1492,141,18,2,0,1083,1,16,8,5,0.7,7,2017,980,5,2,1,0,2.9,0,1,0
1933,14,1473,154,16,3,0,229,0,18,9,4,0.5,2,2021,838,1,3,0,0,2.8,1,1,0
915,11,1316,91,31,4,1,875,0,9,20,7,0.3,6,2021,378,8,3,0,1,2.0,1,0,0
1006,18,991,135,22,2,1,35,1,7,8,4,0.8,4,2022,909,4,4,0,1,2.2,0,1,0
1134,17,903,92,13,1,1,18,0,19,19,3,0.4,8,2018,3632,2,4,1,1,0.9,1,0,3
599,5,646,186,64,5,1,103,0,7,1,9,0.3,3,2017,3396,0,8,1,1,2.9,0,0,2
973,13,588,196,53,3,0,105,0,16,7,8,0.5,10,2017,1861,5,5,0,0,0.5,1,1,1
1180,7,540,90,27,1,1,168,1,19,1,1,0.1,5,2019,348,0,6,1,1,2.5,1,0,0
1237,11,1004,98,13,4,0,18,0,16,12,7,0.8,8,2015,2528,7,4,1,0,2.5,0,0,2
659,16,730,169,5,5,1,659,0,16,10,9,0.3,10,2017,2190,7,8,0,1,0.5,1,1,1
1142,12,855,190,6,4,0,534,1,5,8,8,0.7,4,2020,663,6,8,1,0,1.4,1,1,0
1002,10,512,185,11,4,1,285,1,19,18,8,0.4,7,2017,961,16,6,0,1,2.7,0,1,0
1392,8,1098,113,44,5,1,482,1,16,2,6,0.7,1,2019,1280,0,4,0,1,2.5,0,0,1
602,7,1717,141,50,5,0,1571,0,16,18,4,0.9,5,2023,2189,9,8,0,0,0.9,1,0,2
1249,18,1193,140,55,4,1,605,1,13,8,8,0.8,10,2016,531,3,3,1,1,0.5,1,0,0
531,18,1657,121,12,3,1,158,1,20,3,3,0.5,12,2016,2331,0,4,1,1,0.5,0,1,1
1450,11,1639,114,31,5,0,1573,1,9,4,9,0.6,5,2020,794,1,5,0,0,2.1,1,0,1
1342,7,620,173,50,1,0,127,1,11,8,2,0.1,2,2020,2644,1,1,0,0,2.8,1,0,2
832,15,1431,198,22,2,1,343,1,20,8,2,0.6,4,2022,1666,5,1,1,1,0.5,1,0,1
867,8,724,159,57,3,1,289,0,18,0,7,0.1,6,2016,2157,0,4,1,1,1.5,0,0,1
1404,10,1880,151,44,5,0,1703,1,5,20,10,0.9,6,2023,1196,16,1,0,0,2.1,0,0,1
840,10,1591,150,33,5,0,1482,0,19,7,4,0.7,8,2016,2072,6,6,0,0,0.9,1,1,2
1368,12,925,91,42,3,1,907,0,14,20,10,0.2,0,2015,1590,10,1,0,1,0.5,0,0,1
1927,16,1506,190,11,2,0,491,1,18,12,8,0.4,11,2016,2916,3,8,0,0,0.9,1,1,3
1714,5,627,120,31,4,0,287,1,19,10,9,0.4,1,2021,3707,7,2,0,0,0.5,0,1,3
1201,11,1723,198,10,1,1,1151,0,3,5,7,0.4,4,2022,726,1,6,1,1,0.5,1,0,0
1796,17,1363,184,44,5,0,1024,0,4,11,5,0.9,7,2019,3577,4,2,1,1,2.3,1,0,3
1147,18,1134,158,28,2,0,1085,1,15,13,8,0.7,3,2020,2627,11,6,0,1,0.8,0,1,2
776,15,1803,146,20,1,1,991,1,7,9,4,1.0,11,2015,685,0,4,1,1,1.7,1,0,0
510,6,1897,110,33,3,0,1052,0,5,10,2,0.1,2,2020,1693,0,6,0,0,2.6,1,0,1
1045,11,1564,175,40,5,1,1078,1,12,7,6,0.1,8,2022,2137,3,6,1,1,1.2,0,1,2
1497,9,977,153,10,4,1,98,1,3,20,9,0.1,0,2017,3696,4,8,1,1,0.9,0,1,3
1425,10,1648,89,33,3,1,396,1,9,2,1,0.5,3,2015,3771,0,3,1,1,0.6,0,0,3
726,16,978,94,40,5,1,323,1,4,20,10,0.8,11,2018,1342,0,4,0,1,2.2,1,0,0
1576,17,1551,148,20,2,1,410,1,16,0,7,0.6,1,2015,1379,0,3,1,1,2.0,0,0,1
714,15,1857,197,11,1,1,1750,0,19,6,10,0.1,12,2022,1164,5,3,1,1,2.1,1,1,1
